Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,a_lot_of_difficulty,0.07,24,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,cannot_do_at_all,0.01,3,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,no_difficulty,0.83,278,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,some_difficulty,0.08,28,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,a_lot_of_difficulty,0.09,15,refugee,hoh_gender,,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,no_difficulty,0.8,128,refugee,hoh_gender,,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,some_difficulty,0.11,18,refugee,hoh_gender,,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,a_lot_of_difficulty,0.01,5,refugee,hoh_gender,female,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,cannot_do_at_all,0,1,refugee,hoh_gender,female,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,0.93,371,refugee,hoh_gender,female,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,some_difficulty,0.05,20,refugee,hoh_gender,female,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,a_lot_of_difficulty,0.02,6,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,cannot_do_at_all,0.01,3,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,0.93,310,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,some_difficulty,0.04,14,refugee,hoh_gender,male,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,a_lot_of_difficulty,0.04,6,refugee,hoh_gender,,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,0.95,153,refugee,hoh_gender,,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,some_difficulty,0.01,2,refugee,hoh_gender,,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,a_lot_of_difficulty,0.03,11,refugee,hoh_gender,female,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,cannot_do_at_all,0.01,3,refugee,hoh_gender,female,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,0.92,367,refugee,hoh_gender,female,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,some_difficulty,0.04,16,refugee,hoh_gender,female,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,a_lot_of_difficulty,0.02,6,refugee,hoh_gender,male,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,cannot_do_at_all,0.01,2,refugee,hoh_gender,male,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,0.93,310,refugee,hoh_gender,male,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,some_difficulty,0.05,15,refugee,hoh_gender,male,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,a_lot_of_difficulty,0.02,3,refugee,hoh_gender,,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,0.94,151,refugee,hoh_gender,,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,some_difficulty,0.04,7,refugee,hoh_gender,,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0,1,refugee,hoh_gender,female,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,cannot_do_at_all,0.01,3,refugee,hoh_gender,female,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.97,384,refugee,hoh_gender,female,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0.02,9,refugee,hoh_gender,female,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0.01,3,refugee,hoh_gender,male,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,cannot_do_at_all,0,1,refugee,hoh_gender,male,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.97,324,refugee,hoh_gender,male,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0.02,5,refugee,hoh_gender,male,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0.02,3,refugee,hoh_gender,,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.96,154,refugee,hoh_gender,,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0.02,4,refugee,hoh_gender,,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dk,0.01,5,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dwta,0,1,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,hand_pump,0.12,46,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,piped_into_dwelling,0,1,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.06,24,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,public_tap,0.38,148,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,river,0.18,72,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_spring,0.12,49,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_well,0.01,3,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_kiosk,0.01,4,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_trucking,0.1,41,refugee,hoh_gender,female,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,borehole_manual,0.01,2,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dk,0.01,3,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,hand_pump,0.13,44,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,piped_system,0,1,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_spring,0,1,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.09,31,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,public_tap,0.47,154,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,river,0.1,34,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_spring,0.16,52,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_well,0,1,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_trucking,0.02,5,refugee,hoh_gender,male,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,hand_pump,0.24,37,refugee,hoh_gender,,select_one,Household
